TM_DRIVERID,TM_REGISTRATION_NUMBER,COMPANY_CODE,VEHICLE_TYPE_DESCRIPTION,PRODUCT_CODE,FUEL_TYPE,MAX_SPEED,NO_OF_HARSH_BRAKES,NO_OF_HARSH_ACCELERATION,NO_OF_SPEED_VIOLATIONS,NO_EXCESS_IDLE,NO_OF_TRIPS,ENGINE_CAPACITY,FUEL_CONSUMPTION,NUMBER_OF_GEARS,RENTAL,KM_DRIVEN,PROJECTED_EXCESS_KM_CHARGE,SPEED_PENALTY_POINTS,SPEEDING_TIME_SECONDS,DRIVING_TIME,total_time_driven,TM_SCORE,Num_times_yawned,Num_times_Angry,Num_times_sleepy,cluster
0, HXW293MP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,143,7,13,63,41,214,2393,7.269999999999999,6,12408.51,2018.98,0.0,83.6,1009.4,2021.6,62,72.717186,8,11,10,4
0,(CMT03) CA182160,RSA,TRUCK HEAVY,FM,DIESEL,97,0,0,0,0,35,9726,0.0,5,185.02,1035.04,0.0,0.0,0.0,2226.4,100,93.12313,1,2,2,1
0,(GETZ 116) CY71838,RSA,PASS ALL(EXCL D/CAB),FM,PETROL,152,8,12,22,17,130,1599,9.96,5,185.02,1886.1,0.0,36.4,369.8,1509.6,46,79.88027199999999,7,10,9,2
0,(NVL188) CA347577,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,167,6,0,114,1,229,2494,9.6,5,6272.65,3328.06,11782.31,256.6,1807.0,2140.8,62,77.504462,9,11,11,4
0,(NVL189) CA734057,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,162,5,1,84,10,275,2494,9.6,5,6263.53,3987.12,17633.95,137.4,1301.8,2150.4,95,71.600656,10,12,11,4
0,(NVL190) CA857305,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,163,13,0,645,5,229,2494,9.6,5,6798.188,5637.58,24321.79,1295.4,9750.6,2450.4,123,59.71472200000001,13,17,17,0
0,(NVL203) CA726791,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,182,18,9,419,410,346,2198,6.8,6,6842.85,4980.98,8737.49,751.0,6484.2,2865.6,169,64.83414400000001,10,13,12,0
0,(NVL205) CA724822,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,177,77,138,173,293,169,2198,6.8,6,9629.281353499999,2945.0225,14630.8,410.5,2786.5,1836.0,103,50.408024999999995,8,11,9,0
0,(NVL208) CA498868,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,136,5,4,0,14,58,1389,7.2,5,4829.78,543.5,0.0,0.4,8.4,1816.8,12,91.18081600000001,7,10,9,2
0,(NVL211) CA965233,RSA,PANEL VAN - MEDIUM,FML,DIESEL,137,8,14,1,50,159,2500,8.3,5,9443.41,2336.15,0.0,1.5,22.25,2437.0,54,86.4089675,9,11,12,4
0,(NVL216) CA740092,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,177,19,32,469,154,265,2198,6.799999999999999,6,6350.450300777778,3711.5666666666675,0.0,991.8888888888889,7154.555555555556,1980.0,75,52.55054444444445,10,11,11,0
0,(NVL217) CA733668,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,138,6,1,36,101,441,2198,6.8,6,6346.75,5789.82,14232.16,38.2,582.8,1644.8,141,85.14854,9,13,10,4
0,(NVL218) CA724817,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,172,12,5,944,170,268,2198,6.8,6,6346.75,4669.14,10200.1,1623.6,14276.0,2013.6,83,59.10097,27,16,28,0
0,(NVL219) CA643084,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,152,9,11,48,303,365,2198,6.8,6,6346.75,4618.5,7692.42,59.0,769.5,1742.0,106,81.11243250000001,10,11,13,4
0,(NVL220) CA608765,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,138,7,13,0,33,186,2198,6.8,6,6346.75,2741.56,0.0,0.4,12.0,1703.2,68,90.478036,6,9,10,4
0,(NVL221) CA716085,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,177,6,12,1190,330,168,2198,6.8,6,6346.75,3317.9399999999996,0.0,2935.6,18144.6,1518.4,79,51.799998,17,20,28,3
0,(NVL222) CA719538,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,165,5,5,1543,410,107,2198,6.8,6,7125.490000000001,4288.833333333333,8455.27,3637.6666666666665,23257.666666666668,1290.6666666666667,83,46.71983,44,55,48,3
0,(NVL223) CA735394,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,142,14,16,40,622,159,2198,6.8,6,6346.75,3327.9500000000003,13390.96,46.0,660.0,1860.0,81,75.82311999999999,7,11,11,4
0,(NVL224) CA968511,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,141,4,0,1,2,207,1389,7.2,5,4829.78,2108.24,0.0,2.2,43.4,2013.6,54,97.28923,8,10,9,4
0,(NVL225) CA965553,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,150,9,10,16,30,161,1389,7.2,5,4829.78,2759.475,0.0,21.75,259.0,2342.0,63,81.4050975,9,11,11,4
0,(NVL226) CA733563,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,159,73,3,735,370,289,2198,6.8,6,6346.75,6448.9,0.0,1379.0,11380.0,1848.0,173,37.61377,53,29,29,3
0,(NVL227) CA710717,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,142,16,17,182,954,277,2198,6.8,6,6341.75,3164.35,2753.56,193.75,2798.0,1983.0,117,63.840672500000004,10,12,11,4
0,(NVL228) CA755325,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,149,2,1,8,783,287,2198,6.8,6,6346.75,2358.62,0.0,9.2,171.2,2021.6,115,89.80201,8,11,9,4
0,(NVL229) CA156098,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,139,10,6,15,314,285,2198,6.8,6,6813.969999999999,4715.94,0.0,15.8,279.8,700.8,116,86.759442,6,8,6,4
0,(NVL230) CA736651,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,160,13,22,72,648,346,2198,6.8,6,6346.75,5464.78,18042.22,111.0,1234.8,2184.0,160,71.021556,13,15,16,4
0,(NVL234) CA725712,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,175,5,27,207,1119,146,2198,6.8,6,6346.75,2247.05,0.0,311.5,3296.0,2385.0,86,50.1697925,10,11,12,0
0,(NVL236) HSR171EC,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,121,0,1,0,12,34,2665,12.67,6,185.02,680.06,0.0,0.0,0.0,1150.4,14,96.513174,6,9,9,2
0,(NVL238) HSR176EC,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,128,0,0,0,78,156,2665,12.67,6,185.02,1626.0400000000002,0.0,0.0,0.0,1911.2,50,95.40253,7,11,8,2
0,(NVL239) HSR182EC,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,128,0,0,0,15,169,2665,12.67,6,185.02,3011.9199999999996,0.0,0.0,0.0,2148.8,98,98.21068199999999,9,12,11,4
0,(NVL241) CA932227,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,154,14,12,46,392,201,2198,6.8,6,6346.75,4375.64,3494.84,88.4,848.2,1840.0,124,81.286716,8,10,9,4
0,(NVL243) CA940860,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,169,26,10,578,813,192,2198,6.8,6,6346.75,3751.55,2476.4,1341.5,8875.0,1469.0,105,49.407292500000004,20,16,22,0
0,(NVL246) CA982773,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,135,4,7,0,128,244,2198,6.8,6,6346.75,3706.9799999999996,4275.48,0.2,19.2,1848.8,132,92.234568,9,11,9,4
0,(NVL247) CA244489,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,150,15,37,57,123,209,2198,6.8,6,6532.56,3332.8,0.0,74.0,897.0,1599.0,88,70.9411,8,10,8,4
0,(QUANTUM 28) CA605893,RSA,MINI BUS,FM,DIESEL,155,22,36,247,37,270,2500,8.4,5,185.02,3779.78,0.0,294.8,3974.4,2231.2,77,49.231469999999995,10,13,11,0
0,(TRUCK 27) CA22587,RSA,TRUCK - MEDIUM,FM,DIESEL,119,1,6,0,1,125,2986,8.4,6,185.02,1506.85,0.0,0.0,0.0,2570.0,39,97.98348999999999,11,13,11,2
0,2099762,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,113,1,0,0,3,8,2499,7.9,5,5967.091218,37.7,0.0,0.0,0.0,3212.0,1,84.0,10,13,10,2
0,2099766,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,0,0,0,0,0,1,2499,7.9,5,5967.091218,19.9,0.0,0.0,0.0,1068.0,0,100.0,5,8,7,2
0,3.54E+14,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,131,0,1,0,0,9,1389,7.2,5,4516.39,307.1,0.0,0.0,0.0,1008.0,4,99.0,4,9,6,2
0,7193BLR,RSA,TRUCK HEAVY,FM,DIESEL,22,0,0,0,0,1,11700,49.419999999999995,5,185.0,0.2333333333333333,0.0,0.0,0.0,944.0,0,100.0,1,3,0,1
0,A2622,LES,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,159,6,3,147,130,143,2393,7.27,6,10440.550000000001,1825.35,598.75,275.25,2290.0,1756.0,57,51.905362499999995,9,11,11,0
0,A4021,LES,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,120,7,1,0,0,8,2982,8.4,5,220.0,306.7,0.0,0.0,0.0,3120.0,6,90.11766,11,11,11,2
0,A4291,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,26,0,0,0,0,1,4000,8.4,6,220.0,0.2,0.0,0.0,0.0,268.0,0,80.79125,8,7,5,2
0,A4517,LES,TRUCK HEAVY,FM,DIESEL,105,0,0,426,64,67,6370,10.97,7,165.0,2607.4750000000004,0.0,708.25,6578.0,1972.0,94,51.54844000000001,2,0,1,1
0,A6434,LES,TRUCK HEAVY,FM,DIESEL,104,0,0,0,0,5,4250,10.97,7,220.0,195.3,0.0,0.0,0.0,848.0,6,100.0,3,0,2,1
0,AA216,LES,PASS ALL(EXCL D/CAB),FM,PETROL,75,0,0,0,0,14,1398,8.4,5,220.0,109.3,0.0,0.0,0.0,3008.0,5,99.89759000000001,11,14,15,2
0,AA239,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,88,2,0,0,0,6,2694,8.4,6,220.0,76.4,0.0,0.0,0.0,1440.0,2,93.43585999999999,4,6,9,2
0,AA485,LES,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,101,3,0,0,0,208,2494,8.7,5,220.0,1257.5,0.0,0.0,0.0,1983.0,60,98.53158,9,11,10,4
0,AA605,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,90,0,0,0,0,4,1998,8.4,5,220.0,30.9,0.0,0.0,0.0,2128.0,2,95.92479,6,8,8,2
0,AA776,LES,PASS ALL(EXCL D/CAB),FM,PETROL,70,0,0,0,0,2,1398,8.4,5,220.0,35.9,0.0,0.0,0.0,3284.0,1,96.23962,11,13,14,2
0,AA782,LES,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,79,0,0,0,0,1,2494,8.7,5,220.0,15.3,0.0,0.0,0.0,2152.0,0,99.15952,5,9,10,2
0,AB356,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,100,0,0,0,0,3,2694,8.4,6,220.0,48.4,0.0,0.0,0.0,1256.0,1,95.0,8,10,7,2
0,AB842,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,96,1,0,0,0,2,1998,8.4,5,220.0,14.4,0.0,0.0,0.0,2888.0,0,90.77065999999999,10,12,11,2
0,AE473,LES,PASS ALL(EXCL D/CAB),FM,PETROL,55,0,0,0,0,1,1398,8.4,5,220.0,2.0,0.0,0.0,0.0,436.0,0,97.8571,6,10,9,2
0,AG289,LES,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,114,0,0,0,0,133,3000,8.4,6,220.0,1096.2666666666667,0.0,0.0,0.0,2336.0,41,99.46190666666666,8,11,9,2
0,AG817,LES,PASS ALL(EXCL D/CAB),FM,PETROL,68,0,0,0,0,7,2359,11.5,6,220.0,39.5,0.0,0.0,0.0,2096.0,2,90.58521,11,11,12,2
0,AM841,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,112,1,0,0,0,22,2694,8.4,6,220.0,111.8,0.0,0.0,0.0,3288.0,6,94.48891,9,11,14,2
0,AM842,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,95,1,0,0,0,21,1998,8.4,5,220.0,103.6,0.0,0.0,0.0,2400.0,4,98.2349,10,14,10,2
0,AN175,LES,TRUCK HEAVY,FM,DIESEL,97,0,0,304,157,95,11946,0.0,7,165.0,4504.24,0.0,464.6,4745.4,2202.4,140,59.320326,1,2,2,1
0,AN220,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,99,0,0,0,6,13,1998,8.4,5,220.0,63.06666666666667,0.0,0.0,0.0,1940.0,3,91.15047666666665,8,11,10,2
0,AR547,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,31,0,0,0,0,1,1998,8.4,5,220.0,1.1,0.0,0.0,0.0,828.0,0,99.0,8,8,6,2
0,AS613,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,42,0,0,0,0,3,1998,10.92,5,220.0,1.4,0.0,0.0,0.0,536.0,0,99.12579000000001,6,8,10,2
0,AT606,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,101,12,0,0,0,22,2694,8.4,6,220.0,118.8,0.0,0.0,0.0,2720.0,6,79.61265999999999,11,14,10,2
0,AU492,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,74,3,0,0,0,10,1998,8.4,5,220.0,104.6,0.0,0.0,0.0,3332.0,4,92.00959,11,15,15,2
0,AV114,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,86,1,0,0,0,27,1998,8.4,5,440.0,180.8,0.0,0.0,0.0,3104.0,9,97.37234000000001,12,14,11,2
0,AV175,LES,TRUCK HEAVY,FM,DIESEL,105,0,0,90,6,94,11967,0.0,7,165.0,2668.25,0.0,139.25,1433.5,1659.0,88,77.81718500000001,2,2,2,1
0,AV522,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,110,4,0,0,0,205,2694,8.4,5,220.0,1468.2666666666667,0.0,0.0,0.0,937.3333333333334,91,91.02280666666667,6,7,6,4
0,AW841,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,72,1,0,0,0,11,1998,8.4,5,220.0,89.1,0.0,0.0,0.0,2332.0,4,98.71828000000001,12,11,14,2
0,AY012,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,74,0,0,0,0,13,1998,8.4,5,440.0,80.8,0.0,0.0,0.0,652.0,5,99.62279000000001,5,7,5,2
0,AY581,LES,PASS ALL(EXCL D/CAB),FM,PETROL,51,0,0,0,0,7,1588,8.4,6,220.0,31.3,0.0,0.0,0.0,728.0,2,96.26308,7,8,9,2
0,AZ179,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,87,0,0,0,0,16,1389,16.56,5,220.0,103.3,0.0,0.0,0.0,3384.0,8,91.45222,10,12,12,2
0,AZ465,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,94,12,0,0,0,85,1998,8.4,5,220.0,498.5,0.0,0.0,0.0,2472.0,24,91.48935999999999,10,12,15,2
0,AZ510,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,71,0,0,0,0,16,1998,11.17,6,220.0,55.3,0.0,0.0,0.0,2848.0,4,99.75159000000001,9,15,12,2
0,AZ540,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,110,4,0,0,0,42,1998,12.2,5,220.0,805.2,0.0,0.0,0.0,2460.0,34,96.69312,11,13,13,2
0,AZ577,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,70,1,0,0,0,1,1998,8.4,5,220.0,14.5,0.0,0.0,0.0,1636.0,0,99.0,7,8,9,2
0,AZ790,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,82,0,0,0,0,4,1998,8.4,5,220.0,42.9,0.0,0.0,0.0,3168.0,1,91.80664,12,13,10,2
0,AZ864,LES,LIGHT COMMERCIAL VEHICLE,FM,PETROL,80,0,0,0,0,1,1998,8.4,5,440.0,17.3,0.0,0.0,0.0,1736.0,0,98.87286,7,8,6,2
0,BAA8055,ZAM,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,146,2,0,146,1060,247,2494,0.0,6,4019.516763,2326.15,4048.59,175.0,2193.5,1870.0,121,67.220145,8,9,11,4
0,BC92MFGP,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,120,5,0,0,0,151,4164,8.4,5,370.0,997.1,0.0,0.0,0.0,2740.0,30,97.514025,10,12,10,2
0,BJ40YVGP,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,55,0,0,0,0,64,4164,8.4,5,3780.5779166666666,142.83333333333334,0.0,0.0,0.0,2337.3333333333335,7,100.0,9,12,10,2
0,BJ51BMGP,LES,TRUCK - MEDIUM,FM,DIESEL,45,0,0,0,35,3,2986,8.4,6,325.0,1.6333333333333335,0.0,0.0,0.0,649.3333333333334,9,88.65248000000001,6,6,8,2
0,BL38SBGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,115,3,0,0,0,55,2500,8.4,5,2758.26,585.6666666666666,0.0,0.0,0.0,2104.0,16,84.52634333333333,8,11,10,2
0,BNN089FS,RSA,LIGHT COMMERCIAL VEHICLE,FM,PETROL,120,1,0,0,0,272,1587,10.31,6,308.333333325,264.875,0.0,0.0,0.0,1348.0,15,98.264995,8,10,9,2
0,BP63NWGP,LES,TRUCK - MEDIUM,FM,DIESEL,241,2,5,12,661,99,7000,8.4,6,325.0,3883.2600000000007,0.0,48.8,229.2,1950.4,189,77.575844,1,1,2,1
0,BS83XPGP,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,125,0,0,0,0,27,1598,6.9,6,2996.09,500.4,1971.73,0.0,0.0,1486.0,10,98.73121499999999,10,10,9,2
0,BTB401L,RSA,LIGHT COMMERCIAL VEHICLE,FM,DIESEL,65,0,0,0,24,555,4164,8.4,5,370.0,979.3,0.0,0.0,0.0,2006.0,61,93.61702,8,9,10,4
0,BV51PMGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,148,1,0,31,4,188,1998,12.199999999999998,5,3609.07,3577.5333333333333,10999.82,34.333333333333336,510.0,1500.0,64,89.20842666666668,7,9,9,4
0,BW30VSGP,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,77,0,0,0,0,2,1998,8.9,6,6164.04,9.2,0.0,0.0,0.0,1068.0,0,81.35672,4,9,7,2
0,BW94TZGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,121,13,18,0,0,74,1389,7.05,5,4405.87,1512.5399999999997,0.0,0.0,0.0,1520.8,43,90.03329599999999,7,10,8,2
0,BW95XTGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,151,51,4,94,0,224,2494,9.6,5,4136.29,2635.35,1634.88,147.5,1438.0,2051.0,52,81.0526625,8,10,9,4
0,BX00JDGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,150,41,4,39,0,108,2982,8.6,5,6473.47,3133.225,12694.8,48.75,624.5,1972.0,54,84.1100375,8,10,9,4
0,BX00PBGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,143,25,5,259,0,146,2494,10.6,5,5655.45,2576.325,0.0,279.75,4020.25,1743.0,44,61.5554375,9,11,9,4
0,BX05VRGP,RSA,PASS ALL(EXCL D/CAB),FM,DIESEL,100,0,0,0,0,900,2198,15.07,6,370.0,1772.75,0.0,0.0,0.0,1494.0,111,100.0,9,10,8,4
0,BX08ZGGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,144,29,6,226,0,158,2494,10.6,5,6118.49,2638.675,0.0,260.5,3517.25,1435.0,49,58.275372499999996,7,10,8,4
0,BX08ZVGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,139,14,0,5,0,73,2494,10.6,5,7940.9,2241.7599999999998,0.0,6.2,95.4,1831.2,38,95.38875599999999,8,11,10,2
0,BX29YFGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,135,56,42,0,0,63,1389,7.05,5,2515.05,918.8400000000001,2267.46,0.0,0.0,1844.8,22,76.613076,9,12,9,2
0,BX38ZGGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,144,13,3,84,0,71,2494,8.7,5,9800.82,753.925,0.0,105.5,1286.0,2193.0,17,64.58703249999999,8,12,9,2
0,BX52YPGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,157,55,15,98,0,120,2494,9.6,5,3799.71,2597.0,0.0,144.0,1498.0,2083.2,48,67.18274799999999,9,12,11,4
0,BX82SPGP,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,151,40,28,92,0,147,1999,10.02,6,4034.2699999999995,1545.94,0.0,107.4,1430.2,2312.0,38,64.06281000000001,10,12,11,2
0,BY85XVGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,132,2,1,0,5,127,2982,8.6,5,5454.84,1606.46,3372.9199999999996,0.0,0.0,1117.6,46,96.70075800000001,5,7,7,2
0,BZ08SLGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,147,40,2,32,0,92,1389,7.2,5,2643.95,728.15,0.0,45.25,504.0,2718.0,16,69.7097425,9,12,11,2
0,BZ57RLGP,RSA,TRUCK HEAVY,FM,DIESEL,99,0,0,0,413,31,9730,0.0,5,307.6190476333333,2301.3333333333335,0.0,0.0,0.0,768.0,143,83.82001000000001,2,4,1,1
0,CA117843,RSA,PASS ALL(EXCL D/CAB),FM,PETROL,158,35,17,198,187,186,1197,4.9,6,185.02,1735.4666666666665,0.0,419.6666666666667,3056.6666666666665,3062.6666666666665,57,55.49862666666667,10,14,12,0
0,CA237895,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,119,2,0,0,82,142,1598,8.6,5,5772.38,1138.7,806.19,0.0,0.0,2908.0,34,90.29766,10,11,15,2
0,CA283566,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,155,10,23,21,21,143,1461,5.3,5,6528.44,1883.35,0.0,35.0,334.0,2224.0,48,66.71482999999999,10,12,14,4
0,CA331948,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,150,0,0,5,2,67,2982,8.6,5,8601.06,976.5800000000002,0.0,9.6,88.2,1389.6,33,83.14217799999999,8,10,9,2
0,CA341060,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,170,2,2,61,14,133,2982,8.6,5,8601.06,1744.3,0.0,114.6,968.4,1897.6,57,62.815236000000006,9,12,11,4
0,CA390203,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,155,0,1,54,1,8,2198,10.31,6,8212.55,248.6,0.0,77.0,830.0,2648.0,2,45.71909,11,15,12,2
0,CA439882,RSA,PASS ALL(EXCL D/CAB),FM,PETROL,134,2,0,0,33,51,1300,8.4,6,246.666666675,1607.625,0.0,0.75,21.25,1943.0,20,86.4964,8,10,10,2
0,CA449008,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,131,3,2,0,384,244,2393,0.0,6,12430.26,2039.1,0.0,0.0,0.0,3444.0,76,86.00801,10,14,12,4
0,CA457826,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,138,24,2,2,0,251,2393,0.0,6,12430.26,3889.6,0.0,3.0,62.0,1996.0,109,95.96866999999999,9,13,10,4
0,CA458445,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,139,8,3,12,24,177,2393,0.0,6,12430.26,3047.4,0.0,13.0,233.0,2480.0,72,91.48226,10,13,10,4
0,CA51109,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,158,114,52,200,0,194,2499,11.03,5,7690.89,4277.175,0.0,392.75,3073.75,1993.0,77,63.94639,9,11,12,4
0,CA511420,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,121,0,0,0,45,308,1389,7.2,5,4302.016666666667,777.3333333333334,0.0,0.0,0.0,888.0,30,90.18707,5,7,8,2
0,CA522434,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,169,1,0,106,47,196,1389,7.2,5,4302.016666666667,2686.1000000000004,0.0,193.66666666666666,1700.6666666666667,1249.3333333333333,48,63.14779333333333,7,9,8,4
0,CA527390,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,155,0,0,27,0,324,1389,7.2,5,4735.15,1518.7250000000001,103.74,46.0,424.25,2651.0,60,91.936595,9,11,10,4
0,CA533341,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,130,0,0,0,1,252,1398,6.2,5,6161.397999999999,2510.3399999999997,0.0,0.0,0.0,1329.6,78,99.812658,6,10,9,4
0,CA535142,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,114,0,1,0,21,34,1389,7.2,5,4350.06,294.4,0.0,0.0,0.0,1824.0,11,86.14488,8,7,9,2
0,CA61229,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,124,1,6,0,168,76,1197,4.9,6,8498.716713,984.6,0.0,0.0,0.0,2228.0,38,87.34818999999999,9,9,11,2
0,CA679684,RSA,PASS ALL(EXCL D/CAB),FML,DIESEL,136,0,0,1,8,13,1968,8.0,7,31638.22758,807.3,0.0,1.5,29.5,2562.0,10,87.451225,8,10,11,2
0,CA744598,RSA,PASS ALL(EXCL D/CAB),FM,DIESEL,124,0,0,0,0,11,2495,15.07,6,370.0,1420.7,0.0,0.0,0.0,1316.0,14,98.75458,4,8,10,2
0,CA744632,RSA,PASS ALL(EXCL D/CAB),FM,DIESEL,111,0,0,0,0,10,2495,15.07,6,370.0,154.1,0.0,0.0,0.0,664.0,3,100.0,6,6,5,2
0,CA758698,VUS,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,80,0,0,0,0,28,2999,11.03,5,13844.9,105.64999999999999,0.0,0.0,0.0,948.0,3,86.66414,5,9,8,2
0,CA872235,RSA,TRUCK HEAVY,FM,DIESEL,127,4,0,0,1,110,6870,0.0,5,185.01525,3465.8,0.0,0.0,0.0,1182.4,117,98.73751999999999,6,7,7,4
0,CA88439,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,41,0,0,0,0,2,2198,10.31,6,8255.34,8.9,5187.65,0.0,0.0,2180.0,1,60.8219,11,14,12,2
0,CA968211,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,121,1,0,0,68,347,1495,7.7,5,5274.806666666667,1329.5,0.0,0.0,0.0,1833.3333333333333,43,92.89297666666666,6,10,11,4
0,CB29FHGP,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,125,23,6,0,0,84,1999,10.02,6,6622.789999999999,3065.4800000000005,3660.88,0.0,0.0,2096.0,52,95.24077,9,11,11,4
0,CB75WBGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,PETROL,140,2,4,12,0,199,1389,7.2,5,4142.0199999999995,2493.33625,2128.16,17.0,227.25,1526.0,89,93.2910375,7,8,7,4
0,CB78VCGP,RSA,LIGHT COMMERCIAL VEHICLE,FML,DIESEL,138,15,7,2,0,110,2494,9.6,5,4224.07,1017.4000000000001,0.0,2.6666666666666665,46.333333333333336,2196.0,23,85.70491,7,11,12,2
0,CB90FFGP,RSA,PASS ALL(EXCL D/CAB),FML,PETROL,133,44,4,0,0,149,1999,10.02,6,4754.62,1573.1,0.0,0.0,1.6,1468.8,52,92.87055000000001,5,8,6,2
