,distance,p-value,outlier,FR,FL,RR,RL,Steering_Wheel_Absolute_Angle,Acceleration_Sensor_Value,Yaw_Rate,Lateral_Sensor_Value,Vehicle_Speed
2016-04-20 06:31:46.800,8.989607787102546,0.06135976237949603,0,-0.9250000000000114,-1.974999999999966,-1.3000000000000114,-5.949999999999989,-0.09,-0.05,-1.419,0.025,30.835938
2016-04-20 06:32:29.800,8.962288961936316,0.06204902038776161,0,0.0,-3.625,0.0,0.0,132.70000000000002,-0.1,0.029000000000000005,-0.0625,0.0
2016-04-20 06:33:07.200,8.853140293205756,0.06487695123506454,0,-4.4249999999999545,-3.375,0.40000000000009095,0.875,-0.5,0.5125,-1.262,-0.175,77.382812
2016-04-20 06:31:47.600,8.60176459718735,0.07186190265084602,0,-1.5249999999999773,-1.75,-5.975000000000023,-6.125,3.0,-0.0625,-0.025000000000000005,0.0,30.25
2016-04-20 06:30:10.200,8.536920784396289,0.07377596941964004,0,-5.425,-2.7,-7.5,-6.4,-1.2699999999999998,-0.2625,-0.021,0.0,0.0
2016-04-20 06:31:47.200,8.332349637756854,0.08013502260109362,0,0.30000000000001137,0.6750000000000114,0.6500000000000341,-3.4499999999999886,2.0,-0.075,-1.2240000000000002,0.7875,30.914062
2016-04-20 06:31:40.800,8.316110609306602,0.08066135626068127,0,0.04999999999998295,1.0999999999999943,5.050000000000011,4.275000000000006,-11.18,1.2875,-3.258,0.0,26.484375
2016-04-20 06:32:02.800,8.261810078279357,0.08244507420026947,0,0.9499999999999886,0.8500000000000227,-3.8000000000000114,-3.025000000000034,4.110000000000001,0.15,0.21600000000000003,0.0875,48.625
2016-04-20 06:29:36.500,8.205024757180617,0.08435009557570072,0,-6.125,-3.075,-6.4,-6.4,-7.9,-0.0625,-0.14699999999999996,-0.0625,0.0
2016-04-20 06:36:25.700,8.124704220631457,0.08711546197384323,0,-1.6500000000000057,-0.32499999999998863,2.875,3.2249999999999943,-3.6399999999999997,1.2625,-1.275,0.025,27.984375
2016-04-20 06:31:40.200,8.122916972050222,0.08717795358322122,0,7.199999999999989,4.75,9.524999999999977,6.800000000000011,-39.96,1.7,-7.172999999999999,0.1125,23.328125
2016-04-20 06:31:57.400,8.090839310212207,0.08830674187336074,0,0.125,-1.025000000000034,-2.6750000000000114,1.349999999999966,0.7899999999999999,0.0,-0.18400000000000002,-0.075,39.085938
2016-04-20 06:31:39.400,8.025311614758879,0.09065538570529985,0,6.675000000000011,3.325000000000017,6.8500000000000085,5.424999999999983,-214.95,1.025,-30.002,-1.85,17.695312
2016-04-20 06:31:47.000,7.996996155321363,0.09168829110700538,0,0.5,-1.9750000000000227,-1.0,1.3249999999999886,1.46,-0.025,-0.16999999999999998,-0.275,30.59375
2016-04-20 06:32:59.100,7.981542023466995,0.09225667854443997,0,-1.2749999999999773,-2.7250000000000227,1.25,2.0,63.419999999999995,0.85,13.187999999999999,2.05,34.453125
2016-04-20 06:29:53.600,7.945702146766909,0.09358756647417188,0,-4.75,-1.7,-2.05,0.0,523.3999999999999,0.1375,0.48600000000000004,-0.0625,0.0
2016-04-20 06:29:45.300,7.86044470346923,0.09682614163699543,0,2.450000000000003,5.5,2.7750000000000057,5.950000000000003,51.739999999999995,1.6,7.071,-0.85,12.578125
2016-04-20 06:29:45.400,7.844960654324944,0.09742545162482352,0,2.8499999999999943,5.7749999999999915,2.4749999999999943,5.875,13.05,1.6125,3.3550000000000004,-1.1875,13.085938
2016-04-20 06:36:22.700,7.804806118503618,0.0989958296881952,0,7.325,6.5,2.7750000000000004,3.55,2.463636363636363,1.15,-0.05800000000000001,0.1875,0.65625
2016-04-20 06:31:38.500,7.800392245575242,0.09916988460295739,0,5.125,7.2749999999999915,2.8499999999999943,6.400000000000006,-376.90000000000003,1.25,-29.707000000000004,-2.1,11.523438
2016-04-20 06:36:52.600,7.706035384724664,0.10295976724920441,0,-4.625,-1.7000000000000002,-1.8499999999999996,0.0,3.75,-1.05,-0.026000000000000002,0.0,0.984375
2016-04-20 06:36:38.600,7.673531676955386,0.1042962828852062,0,1.0500000000000114,-0.05000000000001137,-3.3999999999999773,-0.39999999999997726,21.130000000000003,0.05,4.492,0.9375,40.046875
2016-04-20 06:33:00.100,7.524458433180114,0.11063560286245033,0,3.025000000000034,5.150000000000034,1.0500000000000114,1.1999999999999886,17.000000000000007,0.2,2.8,0.55,34.367188
2016-04-20 06:31:21.500,7.422897041078872,0.11515766169552433,0,2.125,2.825000000000003,0.6749999999999972,-1.625,-510.6500000000001,-0.25,-24.189,-0.2,7.1640619999999995
2016-04-20 06:31:00.100,7.398412218318415,0.11627321824072923,0,2.625,3.75,0.0,4.2,-546.2,0.4375,-3.189,-0.3875,0.523438
2016-04-20 06:32:03.900,7.396734448385864,0.11635002493287472,0,0.17500000000001137,-0.75,3.7749999999999773,3.0749999999999886,1.8000000000000003,0.7625,-0.541,0.0,48.578125
2016-04-20 06:29:53.500,7.212786475772859,0.12506169980818438,0,-4.75,-6.8,-8.2,-7.875,523.3999999999999,-0.25,-0.17300000000000004,-0.0875,0.0
2016-04-20 06:36:52.700,7.200618387796476,0.12565871267142514,0,-4.625,-6.8,-7.4,-8.5,3.75,0.2,0.28500000000000003,-0.0625,0.0
2016-04-20 06:31:57.100,7.187651423566201,0.12629781542830132,0,2.4250000000000114,1.625,-2.1000000000000227,-0.14999999999997726,0.5399999999999999,0.2,-0.25400000000000006,0.15,38.976562
2016-04-20 06:31:47.500,7.092612019211424,0.13107429588249264,0,-2.8249999999999886,-1.6749999999999545,0.75,1.7250000000000227,3.6,-0.125,-0.194,0.2125,30.296875
2016-04-20 06:32:02.500,7.0593814975791975,0.13278326333310253,0,3.1000000000000227,2.875,7.050000000000011,5.5499999999999545,4.95,1.5875,0.496,0.3125,48.273438
2016-04-20 06:31:39.000,6.946993649805298,0.13871602313433862,0,6.0,6.974999999999994,8.75,5.849999999999994,-333.58,1.175,-35.36900000000001,-2.0125,15.09375
2016-04-20 06:32:56.900,6.867526109472576,0.14305667719364035,0,11.375,9.974999999999994,11.300000000000011,8.675000000000011,201.23,2.675,23.769,2.5,18.8125
2016-04-20 06:36:28.800,6.834046515775701,0.14492234094172463,0,0.2249999999999659,0.27499999999997726,3.0500000000000114,4.199999999999989,5.1000000000000005,1.1875,0.502,0.2,40.867188
2016-04-20 06:32:57.100,6.769320336438474,0.14859243683950019,0,11.900000000000006,12.200000000000017,10.899999999999977,9.625,203.12,2.525,27.322999999999997,2.9625,21.335938
2016-04-20 06:30:19.700,6.686516113516112,0.15341121457698292,0,4.475,2.75,1.875,0.0,461.5200000000001,0.4375,2.789,0.25,0.398438
2016-04-20 06:31:39.900,6.666567107564621,0.15459322405913511,0,7.724999999999994,5.25,7.299999999999983,4.824999999999989,-84.27000000000001,1.625,-12.943000000000001,-0.9875,21.25
2016-04-20 06:31:39.700,6.636782549915137,0.15637343283058192,0,6.849999999999994,5.224999999999994,8.275000000000006,4.925000000000011,-115.24999999999997,1.6125,-17.879,0.175,19.71875
2016-04-20 06:36:38.700,6.625278136701077,0.15706602215015586,0,-0.8249999999999886,0.375,3.125,2.75,20.639999999999997,0.175,4.258,0.9375,39.9375
2016-04-20 06:36:38.400,6.553434095346512,0.16145458596078366,0,-1.1750000000000114,1.125,1.8249999999999886,0.5,20.319999999999997,0.2,3.5170000000000003,0.625,39.414062
2016-04-20 06:31:30.300,6.544907845874409,0.16198272721647555,0,-2.75,-3.8000000000000007,-2.25,-5.850000000000001,-163.06,-3.5,-0.378,0.575,1.46875
2016-04-20 06:31:56.800,6.5125419443363315,0.16400185276356105,0,-0.625,-0.6500000000000341,-2.0249999999999773,1.6750000000000114,2.2199999999999998,0.425,0.09799999999999998,0.0375,38.09375
2016-04-20 06:32:56.400,6.511290261040805,0.16408039416556142,0,10.724999999999994,8.774999999999991,9.875,8.049999999999997,188.19,2.5,15.592000000000002,1.4125,12.9375
2016-04-20 06:36:24.800,6.487741557130217,0.16556440491413826,0,10.049999999999983,8.600000000000023,11.300000000000011,10.349999999999994,-1.0999999999999999,3.2625,-0.741,0.0875,23.679688
2016-04-20 06:31:48.200,6.471989252142902,0.16656386542768675,0,-0.5499999999999545,-0.5500000000000114,0.10000000000002274,-3.375,2.56,-0.225,-0.25,0.2125,30.367188
2016-04-20 06:33:07.100,6.406813861062828,0.1707573800430272,0,1.625,1.6750000000000682,5.149999999999977,4.649999999999977,-0.44000000000000006,1.475,-1.176,-0.225,77.859375
2016-04-20 06:31:00.400,6.37325733120316,0.17295343718029776,0,2.3249999999999993,3.0999999999999996,5.25,2.2250000000000014,-567.92,0.5125,-5.824,-0.5625,1.5078120000000002
2016-04-20 06:31:38.400,6.3713469454554845,0.17307922240090756,0,6.075000000000003,7.9750000000000085,4.525000000000006,6.699999999999989,-376.71999999999997,1.225,-26.642999999999994,-2.25,10.828125
2016-04-20 06:31:45.200,6.307992441584624,0.17729763497341655,0,2.3500000000000227,0.8000000000000114,-1.4250000000000114,-0.75,-0.9700000000000001,0.0,-0.709,0.025,30.429688
2016-04-20 06:32:12.500,6.304642156399063,0.17752326568882426,0,-7.150000000000034,-5.675000000000011,-9.199999999999989,-7.225000000000023,2.6999999999999997,-1.9875,-0.19000000000000003,0.2375,38.734375
2016-04-20 06:36:24.900,6.270109659666876,0.17986400498462063,0,4.300000000000011,5.024999999999977,7.549999999999983,7.325000000000017,-1.14,2.7,-0.6,0.0625,24.234375
2016-04-20 06:31:40.000,6.256185943420899,0.18081562350463176,0,6.599999999999994,5.875,5.575000000000017,8.125,-64.1,1.6,-11.376999999999999,-1.1625,21.929688
2016-04-20 06:29:36.300,6.21022791152845,0.18398878892033177,0,-1.1999999999999993,0.0,-3.5999999999999996,-3.375,-7.960000000000001,1.0625,0.011,-0.0625,1.0546879999999998
2016-04-20 06:31:57.600,6.200723444066532,0.1846512206061104,0,0.6999999999999886,0.2750000000000341,-0.9250000000000114,2.4250000000000114,0.76,0.0625,-0.8949999999999999,-0.0625,38.609375
2016-04-20 06:32:59.700,6.1986726724108525,0.18479443297627052,0,-1.0,1.650000000000034,-1.2250000000000227,1.0249999999999773,29.26,0.0,6.684,0.7,34.546875
2016-04-20 06:32:57.000,6.193497686455202,0.18515626233726745,0,10.825000000000017,9.974999999999994,12.050000000000011,10.174999999999983,203.01,2.625,25.656,2.7125,20.0
2016-04-20 06:31:38.300,6.1680506605039085,0.1869447374137423,0,4.875,5.799999999999997,5.049999999999997,7.925000000000011,-375.76,1.1125,-24.159,-2.0125,10.039062
2016-04-20 06:31:25.200,6.146431490381908,0.18847631151903588,0,-3.700000000000003,-1.125,-4.174999999999997,-2.25,-8.85,-1.35,-0.945,-0.075,11.625
2016-04-20 06:32:02.100,6.122870179570112,0.19015824058948794,0,7.425000000000011,5.199999999999989,7.875,6.7000000000000455,2.6999999999999997,2.25,-0.575,0.2125,45.554688
2016-04-20 06:29:45.200,6.093214007493177,0.19229430334599207,0,2.924999999999997,5.275000000000006,3.5249999999999915,5.699999999999989,96.32,1.4875,10.354,-0.45,12.179688
2016-04-20 06:36:22.800,6.091892643548344,0.19238997442185002,0,6.949999999999999,6.9750000000000005,9.8,8.6,2.377777777777778,1.475,-0.093,0.225,1.5625
2016-04-20 06:31:37.600,6.085178890708801,0.19287672844085135,0,5.075000000000003,7.149999999999999,4.149999999999999,6.300000000000004,-337.31,1.15,-11.662,-1.275,5.132812
2016-04-20 06:31:57.300,6.056255451169186,0.19498628781255145,0,-0.39999999999997726,1.275000000000034,2.3000000000000114,0.22500000000002274,0.64,0.1625,-0.696,0.2875,39.109375
2016-04-20 06:31:04.500,6.050878024942637,0.19538075468213412,0,-1.875,-4.200000000000003,-1.0750000000000028,-3.4750000000000014,-72.91,-0.0875,-4.45,0.925,6.015625
2016-04-20 06:32:56.000,6.030303234763618,0.1968966104697436,0,10.924999999999997,9.475000000000001,10.924999999999997,9.275000000000006,152.92,2.8125,8.223,0.6,8.484375
2016-04-20 06:29:49.000,5.991029708896347,0.19981918250790387,0,-0.17499999999999716,-2.625,-0.7250000000000085,-3.049999999999997,194.18,-0.8,11.376000000000001,1.5375,10.203125
2016-04-20 06:32:59.000,5.979594827343561,0.2006773353467517,0,4.574999999999989,4.350000000000023,6.75,7.425000000000011,67.5,1.95,13.829999999999998,2.2625,34.875
2016-04-20 06:32:56.300,5.9745513421793035,0.20105687261839456,0,10.575000000000003,8.975000000000009,9.974999999999994,8.400000000000006,180.24,2.55,13.472999999999999,1.2875,11.828125
2016-04-20 06:32:56.600,5.924377300507613,0.2048674512558577,0,10.600000000000023,9.299999999999997,10.5,8.625,193.21999999999997,2.625,19.035999999999998,1.7125,15.265625
2016-04-20 06:31:41.900,5.921664457494472,0.2050752966015752,0,-0.44999999999998863,1.7250000000000227,1.375,0.09999999999999432,-1.9200000000000004,0.0,-1.935,0.475,26.5
2016-04-20 06:31:12.000,5.909122341520692,0.2060386448851531,0,-2.875,-3.625,-0.32499999999998863,-0.29999999999998295,7.790000000000001,1.975,0.664,-0.125,15.882812
2016-04-20 06:31:51.100,5.906674929388732,0.20622709494198277,0,0.10000000000002274,-0.9500000000000455,0.75,2.474999999999966,-2.4299999999999997,0.0,-1.158,-0.025,32.835938
2016-04-20 06:32:01.000,5.893339668390757,0.20725658944069625,0,2.1000000000000227,3.7749999999999773,1.3249999999999886,0.5749999999999886,1.97,0.225,-0.336,0.1375,38.875
2016-04-20 06:31:23.100,5.874449060153795,0.2087227445119233,0,1.3250000000000028,1.0499999999999972,-2.25,-0.04999999999999716,-245.5,-0.25,-16.101999999999997,-0.1375,9.109375
2016-04-20 06:29:45.800,5.8656115024678845,0.20941179626910722,0,3.0250000000000057,5.349999999999994,3.5500000000000114,5.5,-59.029999999999994,1.3875,-5.5200000000000005,-1.0375,15.046875
2016-04-20 06:31:00.000,5.852855873781355,0.2104098789071126,0,1.125,3.0,0.0,0.0,-529.8500000000001,0.3875,-2.3430000000000004,-0.375,0.273438
2016-04-20 06:31:45.400,5.848121507814349,0.21078139406127328,0,0.9750000000000227,0.9250000000000114,-0.8500000000000227,-2.5249999999999773,-0.8600000000000001,0.0,-0.9049999999999999,0.025,30.804688
2016-04-20 06:36:36.700,5.813938892521874,0.21348099845728252,0,3.375,1.8999999999999773,0.6999999999999886,2.75,8.39,0.775,1.083,0.2125,35.8125
2016-04-20 06:32:01.100,5.7964599251202955,0.21487316219854535,0,5.175000000000011,3.1750000000000114,2.9499999999999886,4.074999999999989,1.81,0.9375,-0.6239999999999999,-0.0625,39.179688
2016-04-20 06:31:21.400,5.796142360616334,0.21489852937334897,0,0.7999999999999972,0.9499999999999886,1.2749999999999986,3.950000000000003,-516.6400000000001,-0.4375,-22.886000000000003,-0.15,6.8671880000000005
2016-04-20 06:32:12.800,5.778944225659186,0.21627626842742143,0,-3.25,-2.875,-6.024999999999977,-5.650000000000034,2.988888888888889,-1.7125,-0.256,0.0125,36.359375
2016-04-20 06:32:58.300,5.767718307053297,0.217179763097062,0,5.400000000000034,7.474999999999994,6.875,7.425000000000011,116.42999999999999,1.675,22.044,2.875,29.507812
2016-04-20 06:32:56.800,5.758345689197782,0.21793664055945527,0,11.375,10.775000000000006,9.699999999999989,9.599999999999994,198.58999999999997,2.6875,22.123,2.0125,17.546875
2016-04-20 06:32:56.200,5.745712366929232,0.21896050306515646,0,10.599999999999994,9.324999999999989,10.299999999999997,8.700000000000003,170.86,2.6625,11.468,1.025,10.75
2016-04-20 06:33:30.600,5.740150905501098,0.21941256804762022,0,-0.35000000000002274,-0.5750000000000455,3.0,0.75,4.799999999999999,0.225,0.05500000000000001,0.1125,64.5
2016-04-20 06:31:23.500,5.735858771199197,0.21976201586117305,0,2.7250000000000085,1.6750000000000114,-0.8250000000000028,0.5499999999999972,-159.93,-0.25,-12.434999999999999,0.025,9.828125
2016-04-20 06:32:02.700,5.734203207853749,0.2198969355800805,0,-1.099999999999966,-1.375,1.75,1.775000000000034,4.36,1.25,0.34199999999999997,0.1875,48.164062
2016-04-20 06:32:58.500,5.730870891374824,0.22016872248685815,0,6.399999999999977,8.400000000000034,6.449999999999989,7.674999999999983,101.8,1.8625,19.646000000000004,2.625,31.007812
2016-04-20 06:32:56.500,5.719707383047619,0.22108137943325767,0,10.899999999999991,9.775000000000006,10.0,8.75,191.71,2.55,17.355,1.325,14.132812
2016-04-20 06:31:41.500,5.71262193894942,0.22166236119412308,0,-0.7250000000000227,-1.5250000000000057,1.3249999999999886,-2.0,-2.8000000000000003,-0.05,-1.9609999999999999,0.1,26.9375
2016-04-20 06:36:03.300,5.6947418992352965,0.22313442090208857,0,-6.525,-5.1,-6.6,-3.8,3.1000000000000005,-0.325,0.053000000000000005,0.275,0.0
2016-04-20 06:31:43.200,5.685981473516044,0.22385878823193783,0,0.17500000000001137,-1.0249999999999773,0.9499999999999886,2.2749999999999773,6.659999999999999,0.1875,0.9730000000000001,0.0625,29.164062
2016-04-20 06:33:00.200,5.685087218694828,0.2239328466602054,0,6.6749999999999545,6.599999999999966,3.7749999999999773,4.099999999999966,16.55,1.0375,2.545,0.7,35.226562
2016-04-20 06:29:45.500,5.684638556259512,0.22397001108551795,0,3.1750000000000114,5.3500000000000085,3.424999999999997,5.5,-12.16,1.5625,0.133,-1.2625,13.523438
2016-04-20 06:31:56.700,5.655032716604505,0.22643434675570162,0,0.8249999999999886,1.7250000000000227,3.2749999999999773,0.625,3.22,0.35,0.382,0.15,38.125
2016-04-20 06:31:38.100,5.645584134889279,0.22722580866708686,0,6.299999999999997,7.674999999999997,5.049999999999997,7.375,-372.45,1.4625,-21.261,-1.8,8.757812
2016-04-20 06:32:57.800,5.644715767195959,0.2272986688761669,0,5.125,6.200000000000017,6.625,8.200000000000017,142.07999999999998,1.625,23.865999999999996,2.4625,25.945312
2016-04-20 06:31:58.000,5.633450233901434,0.2282457541914491,0,-0.7749999999999773,-1.5249999999999773,1.5,1.75,0.5999999999999999,0.0625,-1.162,-0.025,39.039062
2016-04-20 06:36:35.700,5.631862776136201,0.22837948751560844,0,2.849999999999966,1.650000000000034,-0.30000000000001137,1.6000000000000227,4.299999999999999,0.4375,0.15499999999999997,0.1125,32.757812
2016-04-20 06:32:57.600,5.594207774716688,0.23157181302608176,0,5.400000000000006,6.824999999999989,4.375,4.050000000000011,160.22,0.7375,26.297000000000004,2.675,24.507812
2016-04-20 06:36:38.300,5.591723421935054,0.23178379473188448,0,2.1499999999999773,0.32499999999998863,-0.25,1.25,19.609999999999996,0.25,3.6670000000000003,0.6375,39.804688
2016-04-20 06:36:46.800,5.5909604365467995,0.2318489317403405,0,-5.224999999999994,-5.575000000000017,-7.924999999999983,-5.774999999999977,5.299999999999999,-1.65,0.39899999999999997,-0.1625,23.335938
2016-04-20 06:32:57.200,5.5817553164087075,0.23263604301426466,0,10.849999999999994,9.699999999999989,10.25,9.100000000000023,198.67000000000002,2.4875,28.644,3.1875,22.5
2016-04-20 06:31:44.300,5.579769879896545,0.23280611875288693,0,1.1750000000000114,0.6499999999999773,-2.0249999999999773,0.375,9.389999999999999,0.0125,1.5070000000000001,0.025,29.976562
2016-04-20 06:32:57.400,5.569747940168098,0.2336662693549183,0,2.9499999999999886,2.5249999999999773,4.574999999999989,5.675000000000011,180.82999999999998,1.2875,28.218,2.7125,23.335938
2016-04-20 06:32:56.700,5.569724581592477,0.23366827737538087,0,10.524999999999977,9.575000000000003,10.650000000000006,9.049999999999997,195.46,2.625,20.568,1.8875,16.328125
2016-04-20 06:30:23.300,5.5442445164731655,0.235867639245941,0,-0.15000000000000568,1.4749999999999943,1.625,3.4750000000000085,308.72,0.4375,25.171999999999997,-0.0125,11.164062
2016-04-20 06:36:24.600,5.54148018669466,0.23610732746998897,0,10.75,11.400000000000006,10.275000000000006,10.700000000000017,-0.9000000000000001,3.3125,-0.65,0.0,21.265625
2016-04-20 06:31:42.600,5.53234629928091,0.2369008112473442,0,2.8000000000000114,2.5999999999999943,2.7749999999999773,-0.05000000000001137,4.95,0.6,0.358,0.25,28.734375
2016-04-20 06:29:53.100,5.521034741963476,0.237886686844485,0,-5.875,-3.849999999999998,-4.625,-2.8249999999999993,523.3999999999999,-1.3125,5.872,-0.9375,1.898438
2016-04-20 06:32:55.900,5.511224564603589,0.2387445916845089,0,10.625000000000007,9.524999999999999,10.724999999999994,9.574999999999996,147.06,2.7625,6.726999999999999,0.4375,7.296875
2016-04-20 06:29:49.100,5.508563094066315,0.23897780141540004,0,0.20000000000000284,-1.7250000000000085,-0.2749999999999915,-2.825000000000003,225.57,-0.7,13.934999999999999,1.5375,10.085938
2016-04-20 06:31:25.000,5.4990697430854265,0.23981126196310942,0,-0.9750000000000085,-1.375,1.9250000000000114,-0.75,-16.95,-0.9875,-1.943,0.225,11.945312
2016-04-20 06:30:24.100,5.488397304537966,0.2407512499953547,0,-1.6749999999999972,0.3500000000000085,-1.6499999999999915,0.9749999999999943,78.56,0.0,6.752000000000001,-0.625,10.585938
2016-04-20 06:31:40.100,5.474937026918404,0.24194133507215987,0,7.550000000000011,6.275000000000006,7.025000000000006,4.724999999999994,-46.78,1.625,-9.604000000000001,-0.2375,22.695312
2016-04-20 06:31:57.200,5.464069677920348,0.24290588363238874,0,1.5749999999999886,1.1499999999999773,2.150000000000034,4.199999999999989,0.6399999999999999,0.2125,0.0040000000000000036,-0.125,39.046875
2016-04-20 06:29:52.700,5.455460424843312,0.2436723738383273,0,-6.274999999999999,-4.449999999999996,-5.375,-3.299999999999997,523.3999999999999,-1.4375,14.581999999999999,-0.675,4.1875
2016-04-20 06:31:21.700,5.4234125115486105,0.24654405541805857,0,2.075000000000003,0.29999999999999716,1.5499999999999972,2.7250000000000014,-486.5200000000001,-0.6,-23.047,-0.2625,7.2578119999999995
2016-04-20 06:31:08.500,5.422352726102008,0.24663951601958023,0,-1.0249999999999915,1.0499999999999972,-0.17499999999999716,2.0249999999999915,238.36999999999998,1.9125,15.36,0.05,9.125
2016-04-20 06:31:38.600,5.4210499226281,0.24675691032317837,0,6.599999999999994,7.25,8.675000000000011,8.900000000000006,-376.13,1.3375,-30.912,-2.0,12.25
2016-04-20 06:33:00.300,5.416926167715181,0.24712881596351166,0,3.9500000000000455,4.699999999999989,6.875,6.2000000000000455,16.33,1.55,2.5380000000000003,0.675,36.25
