,FR,FL,RR,RL
2016-04-20 06:29:29.500,0.07499999999999929,0.0,0.04999999999999716,0.0
2016-04-20 06:29:29.600,-0.1999999999999993,0.0,-0.34999999999999787,-0.22500000000000142
2016-04-20 06:29:29.700,-0.125,-0.3000000000000007,-0.05000000000000071,-0.09999999999999787
2016-04-20 06:29:29.800,-0.125,-0.1999999999999993,-0.1999999999999993,-0.25
2016-04-20 06:29:29.900,-0.1999999999999993,-0.22499999999999964,-0.22500000000000142,-0.1750000000000007
2016-04-20 06:29:30.000,-0.27500000000000036,-0.1750000000000007,-0.22499999999999964,-0.1750000000000007
2016-04-20 06:29:30.100,-0.1750000000000007,-0.09999999999999964,-0.22499999999999964,-0.22499999999999964
2016-04-20 06:29:30.200,-0.09999999999999964,-0.1999999999999993,-0.125,-0.09999999999999964
2016-04-20 06:29:30.300,-0.1999999999999993,-0.05000000000000071,-0.125,-0.09999999999999964
2016-04-20 06:29:30.400,-0.05000000000000071,-0.25,-0.09999999999999964,-0.22499999999999964
2016-04-20 06:29:30.500,-0.09999999999999964,-0.15000000000000036,-0.27500000000000036,-0.1750000000000007
2016-04-20 06:29:30.600,-0.40000000000000036,-0.25,-0.09999999999999964,-0.15000000000000036
2016-04-20 06:29:30.700,-0.125,-0.09999999999999964,-0.22499999999999964,-0.34999999999999964
2016-04-20 06:29:30.800,-0.40000000000000036,-0.22499999999999964,-0.3500000000000014,-0.22499999999999964
2016-04-20 06:29:30.900,-0.07499999999999929,-0.27500000000000036,-0.07499999999999929,-0.20000000000000107
2016-04-20 06:29:31.000,0.09999999999999964,0.07499999999999929,0.0,-0.07499999999999929
2016-04-20 06:29:31.100,0.0,-0.02499999999999858,0.0,0.22499999999999964
2016-04-20 06:29:31.200,0.0,-0.05000000000000071,0.0,-0.15000000000000036
2016-04-20 06:29:31.300,0.0,0.0,0.0,-0.07499999999999929
2016-04-20 06:29:31.400,0.0,0.125,0.0,0.0
2016-04-20 06:29:31.500,0.0,-0.125,0.125,0.025000000000000355
2016-04-20 06:29:31.600,0.0,0.09999999999999964,0.05000000000000071,0.22499999999999964
2016-04-20 06:29:31.700,0.0,0.15000000000000036,-0.15000000000000036,0.0
2016-04-20 06:29:31.800,0.0,0.0,0.22499999999999964,0.0
2016-04-20 06:29:31.900,0.0,-0.125,0.0,0.0
2016-04-20 06:29:32.000,0.0,0.125,-0.025000000000000355,0.0
2016-04-20 06:29:32.100,0.0,-0.15000000000000036,-0.22499999999999964,-0.05000000000000071
2016-04-20 06:29:32.200,0.0,-0.07499999999999929,0.0,-0.049999999999998934
2016-04-20 06:29:32.300,-0.07499999999999929,0.07499999999999929,0.0,-0.15000000000000036
2016-04-20 06:29:32.400,-0.1750000000000007,-0.09999999999999964,0.0,0.0
2016-04-20 06:29:32.500,0.0,-0.15000000000000036,-0.22499999999999964,-0.15000000000000036
2016-04-20 06:29:32.600,0.0,-0.09999999999999964,-0.025000000000000355,-0.09999999999999964
2016-04-20 06:29:32.700,-0.1999999999999993,0.0,-0.09999999999999964,0.0
2016-04-20 06:29:32.800,-0.05000000000000071,-0.025000000000000355,-0.15000000000000036,-0.125
2016-04-20 06:29:32.900,0.0,-0.22499999999999964,0.0,-0.125
2016-04-20 06:29:33.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:33.100,-0.1750000000000007,0.0,-0.025000000000000355,0.0
2016-04-20 06:29:33.200,-0.07499999999999929,0.0,-0.22499999999999964,0.0
2016-04-20 06:29:33.300,0.1750000000000007,0.0,0.05000000000000071,0.0
2016-04-20 06:29:33.400,0.2749999999999986,0.125,0.1999999999999993,0.07499999999999929
2016-04-20 06:29:33.500,0.40000000000000036,0.5500000000000007,0.4499999999999993,0.40000000000000036
2016-04-20 06:29:33.600,0.6500000000000004,0.6749999999999989,0.6500000000000004,0.6750000000000007
2016-04-20 06:29:33.700,0.8499999999999996,0.875,0.8499999999999996,0.8499999999999996
2016-04-20 06:29:33.800,1.299999999999999,1.0250000000000004,1.0,1.125
2016-04-20 06:29:33.900,1.1000000000000014,1.3999999999999986,1.3000000000000007,1.2250000000000014
2016-04-20 06:29:34.000,1.3999999999999986,1.4000000000000021,1.375,1.3249999999999993
2016-04-20 06:29:34.100,1.4750000000000014,1.375,1.3249999999999993,1.5500000000000007
2016-04-20 06:29:34.200,1.375,1.4499999999999993,1.5500000000000007,1.3249999999999993
2016-04-20 06:29:34.300,1.375,1.3000000000000007,1.3999999999999986,1.5500000000000007
2016-04-20 06:29:34.400,1.3999999999999986,1.5249999999999986,1.375,1.3499999999999979
2016-04-20 06:29:34.500,1.6750000000000007,1.4499999999999993,1.7250000000000014,1.6500000000000021
2016-04-20 06:29:34.600,1.4000000000000021,1.4750000000000014,1.5,1.5249999999999986
2016-04-20 06:29:34.700,1.2999999999999972,1.6499999999999986,1.3249999999999993,1.4750000000000014
2016-04-20 06:29:34.800,1.4000000000000021,1.0250000000000021,1.375,1.2999999999999972
2016-04-20 06:29:34.900,0.8000000000000007,1.0999999999999979,1.0250000000000021,0.9500000000000028
2016-04-20 06:29:35.000,0.4499999999999993,0.3999999999999986,0.6499999999999986,0.6499999999999986
2016-04-20 06:29:35.100,-0.3249999999999993,-0.04999999999999716,0.07500000000000284,0.0
2016-04-20 06:29:35.200,-0.6750000000000007,-0.8000000000000007,-0.7750000000000021,-0.6000000000000014
2016-04-20 06:29:35.300,-0.5250000000000021,-0.6499999999999986,-0.875,-0.875
2016-04-20 06:29:35.400,-0.7249999999999979,-0.6500000000000021,-0.8000000000000007,-0.8249999999999993
2016-04-20 06:29:35.500,-0.5,-0.7249999999999979,-0.6000000000000014,-0.5749999999999993
2016-04-20 06:29:35.600,-0.8249999999999993,-0.9250000000000007,-0.6499999999999986,-0.875
2016-04-20 06:29:35.700,-1.8000000000000007,-1.8000000000000007,-1.5500000000000007,-1.25
2016-04-20 06:29:35.800,-3.025000000000002,-2.7749999999999986,-2.6750000000000007,-2.875
2016-04-20 06:29:35.900,-3.424999999999997,-3.7250000000000014,-3.5749999999999993,-3.625
2016-04-20 06:29:36.000,-3.4750000000000014,-3.5,-3.75,-3.5749999999999993
2016-04-20 06:29:36.100,-3.625,-3.0999999999999996,-3.299999999999999,-3.625
2016-04-20 06:29:36.200,-2.9250000000000007,-3.0999999999999996,-2.0500000000000007,-2.1750000000000007
2016-04-20 06:29:36.300,-1.1999999999999993,0.0,-3.5999999999999996,-3.375
2016-04-20 06:29:36.400,-2.625,-7.175,0.0,0.0
2016-04-20 06:29:36.500,-6.125,-3.075,-6.4,-6.4
2016-04-20 06:29:36.600,0.0,0.0,-1.6,-1.6
2016-04-20 06:29:36.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:36.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:36.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:37.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:38.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:38.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:38.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:38.300,1.125,0.0,0.0,0.0
2016-04-20 06:29:38.400,1.4249999999999998,0.0,0.0,0.0
2016-04-20 06:29:38.500,1.6000000000000005,1.925,2.1,0.0
2016-04-20 06:29:38.600,2.3,1.8749999999999998,2.1999999999999997,0.65
2016-04-20 06:29:38.700,2.999999999999999,2.1000000000000005,2.45,2.6
2016-04-20 06:29:38.800,3.4750000000000014,3.299999999999999,3.6500000000000004,2.25
2016-04-20 06:29:38.900,3.9250000000000007,2.9000000000000004,3.299999999999999,2.5999999999999996
2016-04-20 06:29:39.000,3.724999999999998,2.7750000000000004,3.4750000000000014,2.1500000000000004
2016-04-20 06:29:39.100,3.5749999999999993,2.875,3.1999999999999993,2.25
2016-04-20 06:29:39.200,3.2250000000000014,2.6499999999999986,3.0749999999999993,2.0
2016-04-20 06:29:39.300,3.1750000000000007,2.4250000000000007,2.6750000000000007,1.9250000000000007
2016-04-20 06:29:39.400,3.0749999999999993,2.3000000000000007,2.4750000000000014,1.7249999999999979
2016-04-20 06:29:39.500,2.950000000000003,2.2250000000000014,2.724999999999998,1.6500000000000021
2016-04-20 06:29:39.600,2.75,1.875,2.5500000000000007,1.3999999999999986
2016-04-20 06:29:39.700,2.6999999999999957,2.0249999999999986,2.125,1.5500000000000007
2016-04-20 06:29:39.800,2.5,1.8999999999999986,2.075000000000003,1.375
2016-04-20 06:29:39.900,2.3000000000000043,1.7000000000000028,2.25,1.25
2016-04-20 06:29:40.000,2.3499999999999943,1.6999999999999957,1.7749999999999986,1.4499999999999993
2016-04-20 06:29:40.100,2.0500000000000043,1.625,1.7749999999999986,1.25
2016-04-20 06:29:40.200,1.4750000000000014,1.0250000000000057,1.5750000000000028,1.1999999999999993
2016-04-20 06:29:40.300,0.3999999999999986,0.44999999999999574,0.8249999999999957,0.875
2016-04-20 06:29:40.400,-0.6000000000000014,-0.375,-0.19999999999999574,-0.125
2016-04-20 06:29:40.500,-0.75,-0.44999999999999574,-0.8500000000000014,-0.7249999999999979
2016-04-20 06:29:40.600,-0.75,-0.5750000000000028,-0.9500000000000028,-0.6500000000000021
2016-04-20 06:29:40.700,-0.8500000000000014,-0.8500000000000014,-0.8249999999999957,-0.6999999999999993
2016-04-20 06:29:40.800,-1.5249999999999986,-1.0749999999999957,-1.1750000000000043,-0.5500000000000007
2016-04-20 06:29:40.900,-1.9500000000000028,-1.2250000000000014,-1.375,-0.8249999999999993
2016-04-20 06:29:41.000,-2.0,-1.625,-2.1000000000000014,-1.3999999999999986
2016-04-20 06:29:41.100,-2.3249999999999957,-1.8250000000000028,-1.9749999999999943,-1.7250000000000014
2016-04-20 06:29:41.200,-2.450000000000003,-1.6499999999999986,-2.25,-0.9499999999999993
2016-04-20 06:29:41.300,-2.1000000000000014,-1.6499999999999986,-1.75,-1.1000000000000014
2016-04-20 06:29:41.400,-2.0,-1.625,-1.7750000000000021,-1.1499999999999986
2016-04-20 06:29:41.500,-1.9749999999999943,-1.2250000000000014,-1.625,-0.9750000000000014
2016-04-20 06:29:41.600,-1.4750000000000014,-1.0749999999999993,-1.1500000000000021,-0.9249999999999972
2016-04-20 06:29:41.700,-1.0,-0.875,-0.9499999999999993,-0.7000000000000028
2016-04-20 06:29:41.800,-1.0500000000000007,-0.8500000000000014,-1.1750000000000007,-0.7749999999999986
2016-04-20 06:29:41.900,-1.1000000000000014,-0.6999999999999993,-0.5999999999999979,-0.375
2016-04-20 06:29:42.000,-0.8249999999999993,-0.625,-0.8249999999999993,-0.3249999999999993
2016-04-20 06:29:42.100,-0.8999999999999986,-0.7749999999999986,-0.9250000000000007,-0.4750000000000014
2016-04-20 06:29:42.200,-1.1500000000000021,-0.75,-0.9000000000000021,-0.5
2016-04-20 06:29:42.300,-0.8249999999999993,-0.6750000000000007,-0.8249999999999993,-0.75
2016-04-20 06:29:42.400,-0.9499999999999993,-0.8500000000000014,-0.8249999999999993,-0.6499999999999986
2016-04-20 06:29:42.500,-0.8500000000000014,-0.5249999999999986,-0.7749999999999986,-0.5
2016-04-20 06:29:42.600,-0.5,-0.40000000000000213,-0.5750000000000028,-0.1750000000000007
2016-04-20 06:29:42.700,0.27500000000000213,0.0,-0.14999999999999858,-0.34999999999999964
2016-04-20 06:29:42.800,0.9499999999999993,0.8000000000000007,0.4499999999999993,-0.025000000000000355
2016-04-20 06:29:42.900,1.625,1.1500000000000021,1.375,0.8000000000000007
2016-04-20 06:29:43.000,2.4499999999999993,1.6499999999999986,2.1750000000000007,1.3499999999999996
2016-04-20 06:29:43.100,2.5749999999999993,1.875,2.4250000000000007,1.4999999999999982
2016-04-20 06:29:43.200,3.0000000000000036,2.375,2.6999999999999993,1.6500000000000021
2016-04-20 06:29:43.300,3.625,2.625,2.7749999999999986,1.875
2016-04-20 06:29:43.400,3.799999999999997,2.8249999999999993,3.3000000000000043,2.0749999999999993
2016-04-20 06:29:43.500,4.225000000000001,3.2500000000000036,3.75,2.375
2016-04-20 06:29:43.600,4.375,3.3499999999999943,4.0,2.5500000000000007
2016-04-20 06:29:43.700,4.350000000000001,3.5,3.8499999999999943,3.099999999999998
2016-04-20 06:29:43.800,4.0,3.625,4.400000000000006,3.575000000000003
2016-04-20 06:29:43.900,4.099999999999994,3.5250000000000057,4.224999999999994,4.174999999999997
2016-04-20 06:29:44.000,4.1000000000000085,3.674999999999997,4.300000000000004,4.325000000000003
2016-04-20 06:29:44.100,4.2749999999999915,3.950000000000003,4.574999999999996,4.824999999999996
2016-04-20 06:29:44.200,4.299999999999997,3.875,4.6000000000000085,4.650000000000006
2016-04-20 06:29:44.300,4.25,3.9499999999999957,4.574999999999989,4.574999999999996
2016-04-20 06:29:44.400,4.1000000000000085,4.225000000000001,4.5,4.800000000000004
2016-04-20 06:29:44.500,3.3999999999999915,3.924999999999997,4.675000000000011,4.849999999999994
2016-04-20 06:29:44.600,3.825000000000003,4.25,3.875,4.75
2016-04-20 06:29:44.700,3.424999999999997,4.25,3.9499999999999886,5.075000000000003
2016-04-20 06:29:44.800,3.825000000000003,4.575000000000003,4.025000000000006,5.049999999999997
2016-04-20 06:29:44.900,4.200000000000003,4.75,4.200000000000003,4.674999999999997
2016-04-20 06:29:45.000,3.4000000000000057,4.5,4.200000000000003,5.275000000000006
2016-04-20 06:29:45.100,3.3499999999999943,4.799999999999997,4.0,5.400000000000006
2016-04-20 06:29:45.200,2.924999999999997,5.275000000000006,3.5249999999999915,5.699999999999989
2016-04-20 06:29:45.300,2.450000000000003,5.5,2.7750000000000057,5.950000000000003
2016-04-20 06:29:45.400,2.8499999999999943,5.7749999999999915,2.4749999999999943,5.875
2016-04-20 06:29:45.500,3.1750000000000114,5.3500000000000085,3.424999999999997,5.5
2016-04-20 06:29:45.600,3.8249999999999886,4.799999999999997,3.375,5.299999999999997
2016-04-20 06:29:45.700,3.5,5.050000000000011,3.2750000000000057,4.525000000000006
2016-04-20 06:29:45.800,3.0250000000000057,5.349999999999994,3.5500000000000114,5.5
2016-04-20 06:29:45.900,4.324999999999989,4.900000000000006,3.5749999999999886,4.574999999999989
2016-04-20 06:29:46.000,4.350000000000023,5.074999999999989,4.074999999999989,4.600000000000023
2016-04-20 06:29:46.100,4.324999999999989,4.474999999999994,4.525000000000006,4.875
2016-04-20 06:29:46.200,4.099999999999994,4.325000000000017,3.8499999999999943,4.274999999999977
2016-04-20 06:29:46.300,4.525000000000006,4.299999999999983,4.0,3.950000000000017
2016-04-20 06:29:46.400,4.125,3.325000000000017,4.825000000000017,3.9499999999999886
2016-04-20 06:29:46.500,1.0,0.7249999999999943,4.049999999999983,2.7249999999999943
2016-04-20 06:29:46.600,0.05000000000001137,0.375,0.05000000000001137,0.5
2016-04-20 06:29:46.700,0.5749999999999886,-0.17500000000001137,-0.4000000000000057,-1.3999999999999773
2016-04-20 06:29:46.800,0.22499999999999432,-0.4749999999999943,-0.125,-0.7250000000000227
2016-04-20 06:29:46.900,-0.799999999999983,-0.8249999999999886,-0.32499999999998863,-0.44999999999998863
2016-04-20 06:29:47.000,-0.575000000000017,-0.625,-0.7750000000000057,-0.17500000000001137
2016-04-20 06:29:47.100,-0.3499999999999943,-0.9750000000000227,-0.875,-1.549999999999983
2016-04-20 06:29:47.200,-1.2750000000000057,-1.75,-1.0,-1.4250000000000114
2016-04-20 06:29:47.300,-2.4499999999999886,-2.2249999999999943,-1.8499999999999943,-1.9749999999999943
2016-04-20 06:29:47.400,-2.4250000000000114,-2.674999999999983,-2.75,-2.5749999999999886
2016-04-20 06:29:47.500,-2.7249999999999943,-3.450000000000017,-4.075000000000017,-4.5
2016-04-20 06:29:47.600,-4.050000000000011,-4.724999999999994,-2.9749999999999943,-4.0
2016-04-20 06:29:47.700,-4.149999999999977,-4.5,-3.5749999999999886,-4.100000000000023
2016-04-20 06:29:47.800,-4.275000000000006,-4.324999999999989,-4.550000000000011,-4.75
2016-04-20 06:29:47.900,-4.575000000000017,-4.975000000000023,-4.824999999999989,-5.199999999999989
2016-04-20 06:29:48.000,-4.799999999999983,-5.299999999999983,-4.700000000000003,-5.025000000000006
2016-04-20 06:29:48.100,-4.825000000000003,-5.4750000000000085,-4.8500000000000085,-5.7749999999999915
2016-04-20 06:29:48.200,-5.2250000000000085,-5.224999999999994,-4.699999999999989,-4.6000000000000085
2016-04-20 06:29:48.300,-4.5,-5.424999999999997,-4.925000000000011,-5.349999999999994
2016-04-20 06:29:48.400,-3.424999999999997,-4.325000000000003,-3.8499999999999943,-5.224999999999994
2016-04-20 06:29:48.500,-3.0249999999999915,-4.174999999999997,-3.25,-3.575000000000003
2016-04-20 06:29:48.600,-3.200000000000003,-3.7750000000000057,-2.375,-3.924999999999997
2016-04-20 06:29:48.700,-2.5,-3.825000000000003,-2.299999999999997,-3.9750000000000085
2016-04-20 06:29:48.800,-2.2250000000000085,-3.5999999999999943,-2.75,-3.3499999999999943
2016-04-20 06:29:48.900,-1.25,-2.549999999999997,-1.9249999999999972,-3.3500000000000085
2016-04-20 06:29:49.000,-0.17499999999999716,-2.625,-0.7250000000000085,-3.049999999999997
2016-04-20 06:29:49.100,0.20000000000000284,-1.7250000000000085,-0.2749999999999915,-2.825000000000003
2016-04-20 06:29:49.200,-0.32500000000000284,-1.625,-0.6750000000000114,-2.049999999999997
2016-04-20 06:29:49.300,-0.32500000000000284,-1.7749999999999915,-0.5249999999999915,-2.2249999999999943
2016-04-20 06:29:49.400,0.25,-0.875,-0.42499999999999716,-1.7999999999999972
2016-04-20 06:29:49.500,0.0,-1.1750000000000114,-0.9750000000000085,-2.1500000000000057
2016-04-20 06:29:49.600,-0.125,-0.8999999999999915,-0.875,-1.3250000000000028
2016-04-20 06:29:49.700,-0.32499999999998863,-0.6749999999999972,-0.625,-1.6749999999999972
2016-04-20 06:29:49.800,-0.375,-0.7750000000000057,-0.5499999999999972,-1.375
2016-04-20 06:29:49.900,-1.1500000000000057,-0.9249999999999972,-0.8250000000000028,-0.9500000000000028
2016-04-20 06:29:50.000,-0.6749999999999972,-1.0499999999999972,-0.9500000000000028,-0.9749999999999943
2016-04-20 06:29:50.100,-0.6749999999999972,-1.125,-0.9749999999999943,-1.6749999999999972
2016-04-20 06:29:50.200,-0.8500000000000085,-0.9750000000000085,-1.5499999999999972,-1.5500000000000043
2016-04-20 06:29:50.300,-0.5249999999999915,-0.7749999999999915,-1.1500000000000057,-1.4250000000000043
2016-04-20 06:29:50.400,-1.0250000000000057,-0.9750000000000085,-1.0,-1.1749999999999972
2016-04-20 06:29:50.500,-1.375,-0.875,-0.9249999999999972,-0.5499999999999972
2016-04-20 06:29:50.600,-1.6500000000000057,-0.7249999999999943,-1.1500000000000057,-0.30000000000000426
2016-04-20 06:29:50.700,-1.25,-1.2250000000000085,-1.0749999999999886,-0.8500000000000014
2016-04-20 06:29:50.800,-0.8249999999999886,-0.8249999999999886,-0.625,-0.9749999999999943
2016-04-20 06:29:50.900,-1.1750000000000114,-1.0,-1.5250000000000057,-0.8500000000000014
2016-04-20 06:29:51.000,-1.5999999999999943,-0.9750000000000085,-1.3499999999999943,-0.02499999999999858
2016-04-20 06:29:51.100,-1.0,-0.8249999999999957,-1.1750000000000114,-0.8500000000000014
2016-04-20 06:29:51.200,-0.5999999999999943,-0.7749999999999986,-0.7749999999999915,-1.625
2016-04-20 06:29:51.300,-1.5500000000000114,-0.9500000000000028,-0.6000000000000085,-0.8000000000000043
2016-04-20 06:29:51.400,-0.7749999999999915,-0.5499999999999972,-0.8249999999999886,0.0
2016-04-20 06:29:51.500,-0.625,-0.6750000000000043,-0.9500000000000028,-1.375
2016-04-20 06:29:51.600,-0.6000000000000085,-1.4249999999999972,-1.125,-1.3249999999999957
2016-04-20 06:29:51.700,-1.0499999999999972,-1.1499999999999986,-1.7000000000000028,-2.325000000000003
2016-04-20 06:29:51.800,-1.1499999999999915,-1.3000000000000043,-1.6500000000000057,-2.1000000000000014
2016-04-20 06:29:51.900,-1.0750000000000028,-1.375,-1.5999999999999943,-2.0749999999999957
2016-04-20 06:29:52.000,-1.7750000000000057,-1.0,-1.625,-1.3999999999999986
2016-04-20 06:29:52.100,-2.5249999999999915,-1.8999999999999986,-1.7749999999999986,-1.4750000000000014
2016-04-20 06:29:52.200,-2.6000000000000085,-2.0,-2.4250000000000043,-1.5750000000000028
2016-04-20 06:29:52.300,-3.125,-2.424999999999997,-2.8249999999999957,-2.049999999999997
2016-04-20 06:29:52.400,-3.9499999999999957,-2.875,-3.3500000000000014,-2.25
2016-04-20 06:29:52.500,-4.875,-3.5250000000000057,-4.549999999999997,-2.6499999999999986
2016-04-20 06:29:52.600,-5.600000000000001,-4.149999999999999,-4.775000000000006,-3.3000000000000043
2016-04-20 06:29:52.700,-6.274999999999999,-4.449999999999996,-5.375,-3.299999999999997
2016-04-20 06:29:52.800,-6.175000000000004,-4.600000000000001,-5.324999999999996,-3.4250000000000007
2016-04-20 06:29:52.900,-5.699999999999996,-4.650000000000002,-5.350000000000001,-3.5749999999999993
2016-04-20 06:29:53.000,-5.850000000000001,-4.300000000000001,-5.100000000000001,-3.525000000000002
2016-04-20 06:29:53.100,-5.875,-3.849999999999998,-4.625,-2.8249999999999993
2016-04-20 06:29:53.200,-4.6,-3.6750000000000007,-3.9499999999999993,-2.5500000000000007
2016-04-20 06:29:53.300,-4.1,-3.375,-3.8249999999999993,-1.9499999999999993
2016-04-20 06:29:53.400,-0.8000000000000007,0.0,0.0,-0.875
2016-04-20 06:29:53.500,-4.75,-6.8,-8.2,-7.875
2016-04-20 06:29:53.600,-4.75,-1.7,-2.05,0.0
2016-04-20 06:29:53.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:53.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:53.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:54.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:55.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:56.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:57.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.600,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.700,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.800,0.0,0.0,0.0,0.0
2016-04-20 06:29:58.900,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.000,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.100,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.200,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.300,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.400,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.500,0.0,0.0,0.0,0.0
2016-04-20 06:29:59.600,1.5,1.925,0.0,0.2
2016-04-20 06:29:59.700,3.5,3.1000000000000005,3.5,3.55
2016-04-20 06:29:59.800,3.1500000000000004,3.424999999999999,3.9000000000000004,3.25
2016-04-20 06:29:59.900,2.4749999999999996,2.3500000000000014,2.4749999999999996,3.2750000000000004
2016-04-20 06:30:00.000,2.4749999999999996,2.4499999999999993,2.5999999999999996,2.5250000000000004
2016-04-20 06:30:00.100,2.325000000000001,2.4749999999999996,2.450000000000001,2.5749999999999993
2016-04-20 06:30:00.200,2.4250000000000007,2.5250000000000004,2.5249999999999986,2.375
2016-04-20 06:30:00.300,2.674999999999997,2.6499999999999986,2.525000000000002,2.5
2016-04-20 06:30:00.400,2.2250000000000014,2.75,2.5249999999999986,2.8000000000000007
2016-04-20 06:30:00.500,2.375,2.6000000000000014,2.4750000000000014,2.8249999999999993
2016-04-20 06:30:00.600,2.6999999999999993,2.2250000000000014,2.3999999999999986,2.5500000000000007
2016-04-20 06:30:00.700,2.1750000000000007,2.224999999999998,2.3999999999999986,2.2749999999999986
2016-04-20 06:30:00.800,1.5249999999999986,2.1999999999999993,1.9500000000000028,2.1999999999999993
2016-04-20 06:30:00.900,0.8500000000000014,0.5,1.25,1.2749999999999986
2016-04-20 06:30:01.000,0.04999999999999716,-0.25,0.14999999999999858,-0.375
2016-04-20 06:30:01.100,-0.47499999999999787,-0.14999999999999858,-0.625,-0.6749999999999972
2016-04-20 06:30:01.200,-0.4250000000000007,-0.45000000000000284,-0.6999999999999993,-0.5
2016-04-20 06:30:01.300,-0.1999999999999993,-0.44999999999999574,-0.1750000000000007,-0.625
2016-04-20 06:30:01.400,-0.5249999999999986,-0.375,-0.6499999999999986,0.0
2016-04-20 06:30:01.500,-0.5,-0.3500000000000014,-0.45000000000000284,-0.25
2016-04-20 06:30:01.600,-0.375,-0.5249999999999986,-0.34999999999999787,-0.6999999999999993
